County,Month,Year,Max Temperature,Avg Temperature,Min Temperature,Dew Point,Precipitation,Wind,Sea Level Pressure
kisumu,December,2013,31.0°C (87.8°F),25.0°C (77.0°F),18.0°C (64.4°F),18.0°C (64.4°F),23.4mm | 0.92in,17.0kmh | 10.56mph,23.4mb
kisumu,January,2014,36.0°C (96.8°F),28.0°C (82.4°F),18.0°C (64.4°F),17.0°C (62.6°F),10.1mm | 0.4in,19.0kmh | 11.81mph,10.1mb
kisumu,February,2014,35.0°C (95.0°F),28.0°C (82.4°F),20.0°C (68.0°F),17.0°C (62.6°F),13.4mm | 0.53in,19.0kmh | 11.81mph,13.4mb
kisumu,March,2014,37.0°C (98.6°F),29.0°C (84.2°F),18.0°C (64.4°F),17.0°C (62.6°F),29.9mm | 1.18in,19.0kmh | 11.81mph,29.9mb
kisumu,April,2014,33.0°C (91.4°F),26.0°C (78.8°F),18.0°C (64.4°F),18.0°C (64.4°F),14.0mm | 0.55in,14.0kmh | 8.7mph,14.0mb
kisumu,May,2014,30.0°C (86.0°F),25.0°C (77.0°F),19.0°C (66.2°F),19.0°C (66.2°F),45.9mm | 1.81in,12.0kmh | 7.46mph,45.9mb
kisumu,June,2014,28.0°C (82.4°F),23.0°C (73.4°F),18.0°C (64.4°F),19.0°C (66.2°F),49.9mm | 1.96in,12.0kmh | 7.46mph,49.9mb
kisumu,July,2014,28.0°C (82.4°F),23.0°C (73.4°F),17.0°C (62.6°F),18.0°C (64.4°F),28.7mm | 1.13in,12.0kmh | 7.46mph,28.7mb
kisumu,August,2014,28.0°C (82.4°F),24.0°C (75.2°F),18.0°C (64.4°F),18.0°C (64.4°F),30.6mm | 1.2in,11.0kmh | 6.84mph,30.6mb
kisumu,September,2014,30.0°C (86.0°F),25.0°C (77.0°F),18.0°C (64.4°F),18.0°C (64.4°F),31.2mm | 1.23in,13.0kmh | 8.08mph,31.2mb
kisumu,October,2014,31.0°C (87.8°F),25.0°C (77.0°F),19.0°C (66.2°F),19.0°C (66.2°F),52.4mm | 2.06in,15.0kmh | 9.32mph,52.4mb
kisumu,November,2014,31.0°C (87.8°F),25.0°C (77.0°F),17.0°C (62.6°F),18.0°C (64.4°F),21.4mm | 0.84in,15.0kmh | 9.32mph,21.4mb
kisumu,December,2014,28.0°C (82.4°F),23.0°C (73.4°F),17.0°C (62.6°F),16.0°C (60.8°F),4.7mm | 0.19in,17.0kmh | 10.56mph,4.7mb
kisumu,January,2015,34.0°C (93.2°F),27.0°C (80.6°F),20.0°C (68.0°F),15.0°C (59.0°F),9.8mm | 0.39in,20.0kmh | 12.43mph,9.8mb
kisumu,February,2015,37.0°C (98.6°F),29.0°C (84.2°F),20.0°C (68.0°F),16.0°C (60.8°F),12.1mm | 0.48in,20.0kmh | 12.43mph,12.1mb
kisumu,March,2015,38.0°C (100.4°F),30.0°C (86.0°F),21.0°C (69.8°F),19.0°C (66.2°F),35.0mm | 1.38in,23.0kmh | 14.29mph,35.0mb
kisumu,April,2015,28.0°C (82.4°F),24.0°C (75.2°F),19.0°C (66.2°F),19.0°C (66.2°F),58.2mm | 2.29in,12.0kmh | 7.46mph,58.2mb
kisumu,May,2015,28.0°C (82.4°F),24.0°C (75.2°F),19.0°C (66.2°F),19.0°C (66.2°F),25.8mm | 1.02in,12.0kmh | 7.46mph,25.8mb
kisumu,June,2015,27.0°C (80.6°F),24.0°C (75.2°F),18.0°C (64.4°F),18.0°C (64.4°F),49.2mm | 1.94in,14.0kmh | 8.7mph,49.2mb
kisumu,July,2015,29.0°C (84.2°F),24.0°C (75.2°F),19.0°C (66.2°F),18.0°C (64.4°F),51.3mm | 2.02in,13.0kmh | 8.08mph,51.3mb
kisumu,August,2015,30.0°C (86.0°F),26.0°C (78.8°F),19.0°C (66.2°F),17.0°C (62.6°F),15.9mm | 0.63in,14.0kmh | 8.7mph,15.9mb
kisumu,September,2015,31.0°C (87.8°F),26.0°C (78.8°F),19.0°C (66.2°F),18.0°C (64.4°F),19.6mm | 0.77in,13.0kmh | 8.08mph,19.6mb
kisumu,October,2015,32.0°C (89.6°F),27.0°C (80.6°F),19.0°C (66.2°F),19.0°C (66.2°F),40.3mm | 1.59in,14.0kmh | 8.7mph,40.3mb
kisumu,November,2015,28.0°C (82.4°F),24.0°C (75.2°F),19.0°C (66.2°F),19.0°C (66.2°F),44.3mm | 1.74in,14.0kmh | 8.7mph,44.3mb
kisumu,December,2015,30.0°C (86.0°F),25.0°C (77.0°F),19.0°C (66.2°F),18.0°C (64.4°F),36.9mm | 1.45in,14.0kmh | 8.7mph,36.9mb
kisumu,January,2016,32.0°C (89.6°F),26.0°C (78.8°F),20.0°C (68.0°F),19.0°C (66.2°F),37.6mm | 1.48in,16.0kmh | 9.94mph,37.6mb
kisumu,February,2016,36.0°C (96.8°F),29.0°C (84.2°F),22.0°C (71.6°F),17.0°C (62.6°F),9.9mm | 0.39in,18.0kmh | 11.18mph,9.9mb
kisumu,March,2016,38.0°C (100.4°F),30.0°C (86.0°F),21.0°C (69.8°F),18.0°C (64.4°F),17.3mm | 0.68in,16.0kmh | 9.94mph,17.3mb
kisumu,April,2016,32.0°C (89.6°F),27.0°C (80.6°F),20.0°C (68.0°F),19.0°C (66.2°F),35.0mm | 1.38in,14.0kmh | 8.7mph,35.0mb
kisumu,May,2016,28.0°C (82.4°F),24.0°C (75.2°F),19.0°C (66.2°F),19.0°C (66.2°F),51.1mm | 2.01in,14.0kmh | 8.7mph,51.1mb
kisumu,June,2016,28.0°C (82.4°F),23.0°C (73.4°F),17.0°C (62.6°F),18.0°C (64.4°F),43.4mm | 1.71in,11.0kmh | 6.84mph,43.4mb
kisumu,July,2016,27.0°C (80.6°F),24.0°C (75.2°F),18.0°C (64.4°F),17.0°C (62.6°F),12.6mm | 0.5in,14.0kmh | 8.7mph,12.6mb
kisumu,August,2016,30.0°C (86.0°F),26.0°C (78.8°F),22.0°C (71.6°F),17.0°C (62.6°F),21.9mm | 0.86in,15.0kmh | 9.32mph,21.9mb
kisumu,September,2016,31.0°C (87.8°F),26.0°C (78.8°F),18.0°C (64.4°F),18.0°C (64.4°F),21.4mm | 0.84in,13.0kmh | 8.08mph,21.4mb
kisumu,October,2016,32.0°C (89.6°F),26.0°C (78.8°F),19.0°C (66.2°F),18.0°C (64.4°F),27.7mm | 1.09in,15.0kmh | 9.32mph,27.7mb
kisumu,November,2016,32.0°C (89.6°F),26.0°C (78.8°F),18.0°C (64.4°F),18.0°C (64.4°F),27.1mm | 1.07in,14.0kmh | 8.7mph,27.1mb
kisumu,December,2016,34.0°C (93.2°F),27.0°C (80.6°F),19.0°C (66.2°F),17.0°C (62.6°F),20.1mm | 0.79in,19.0kmh | 11.81mph,20.1mb
kisumu,January,2017,38.0°C (100.4°F),29.0°C (84.2°F),19.0°C (66.2°F),16.0°C (60.8°F),11.4mm | 0.45in,18.0kmh | 11.18mph,11.4mb
kisumu,February,2017,36.0°C (96.8°F),29.0°C (84.2°F),20.0°C (68.0°F),17.0°C (62.6°F),15.1mm | 0.59in,16.0kmh | 9.94mph,15.1mb
kisumu,March,2017,36.0°C (96.8°F),29.0°C (84.2°F),19.0°C (66.2°F),17.0°C (62.6°F),39.9mm | 1.57in,14.0kmh | 8.7mph,39.9mb
kisumu,April,2017,35.0°C (95.0°F),28.0°C (82.4°F),19.0°C (66.2°F),18.0°C (64.4°F),24.7mm | 0.97in,14.0kmh | 8.7mph,24.7mb
kisumu,May,2017,28.0°C (82.4°F),24.0°C (75.2°F),18.0°C (64.4°F),19.0°C (66.2°F),41.4mm | 1.63in,12.0kmh | 7.46mph,41.4mb
kisumu,June,2017,29.0°C (84.2°F),24.0°C (75.2°F),17.0°C (62.6°F),18.0°C (64.4°F),21.5mm | 0.85in,13.0kmh | 8.08mph,21.5mb
kisumu,July,2017,29.0°C (84.2°F),25.0°C (77.0°F),19.0°C (66.2°F),17.0°C (62.6°F),18.9mm | 0.74in,14.0kmh | 8.7mph,18.9mb
kisumu,August,2017,30.0°C (86.0°F),26.0°C (78.8°F),20.0°C (68.0°F),18.0°C (64.4°F),24.1mm | 0.95in,13.0kmh | 8.08mph,24.1mb
kisumu,September,2017,31.0°C (87.8°F),26.0°C (78.8°F),20.0°C (68.0°F),18.0°C (64.4°F),41.2mm | 1.62in,13.0kmh | 8.08mph,41.2mb
kisumu,October,2017,32.0°C (89.6°F),27.0°C (80.6°F),20.0°C (68.0°F),19.0°C (66.2°F),54.0mm | 2.13in,17.0kmh | 10.56mph,54.0mb
kisumu,November,2017,32.0°C (89.6°F),26.0°C (78.8°F),19.0°C (66.2°F),18.0°C (64.4°F),49.1mm | 1.93in,12.0kmh | 7.46mph,49.1mb
kisumu,December,2017,33.0°C (91.4°F),27.0°C (80.6°F),20.0°C (68.0°F),17.0°C (62.6°F),14.4mm | 0.57in,14.0kmh | 8.7mph,14.4mb
kisumu,January,2018,36.0°C (96.8°F),28.0°C (82.4°F),21.0°C (69.8°F),16.0°C (60.8°F),11.8mm | 0.46in,14.0kmh | 8.7mph,11.8mb
kisumu,February,2018,39.0°C (102.2°F),30.0°C (86.0°F),21.0°C (69.8°F),17.0°C (62.6°F),23.6mm | 0.93in,15.0kmh | 9.32mph,23.6mb
kisumu,March,2018,31.0°C (87.8°F),26.0°C (78.8°F),20.0°C (68.0°F),18.0°C (64.4°F),49.6mm | 1.95in,14.0kmh | 8.7mph,49.6mb
kisumu,April,2018,28.0°C (82.4°F),24.0°C (75.2°F),18.0°C (64.4°F),19.0°C (66.2°F),85.3mm | 3.36in,12.0kmh | 7.46mph,85.3mb
kisumu,May,2018,28.0°C (82.4°F),24.0°C (75.2°F),19.0°C (66.2°F),19.0°C (66.2°F),68.5mm | 2.7in,12.0kmh | 7.46mph,68.5mb
kisumu,June,2018,28.0°C (82.4°F),24.0°C (75.2°F),18.0°C (64.4°F),19.0°C (66.2°F),30.2mm | 1.19in,11.0kmh | 6.84mph,30.2mb
kisumu,July,2018,28.0°C (82.4°F),24.0°C (75.2°F),19.0°C (66.2°F),17.0°C (62.6°F),26.0mm | 1.02in,14.0kmh | 8.7mph,26.0mb
kisumu,August,2018,30.0°C (86.0°F),25.0°C (77.0°F),19.0°C (66.2°F),18.0°C (64.4°F),40.3mm | 1.59in,12.0kmh | 7.46mph,40.3mb
kisumu,September,2018,33.0°C (91.4°F),27.0°C (80.6°F),19.0°C (66.2°F),17.0°C (62.6°F),32.1mm | 1.26in,13.0kmh | 8.08mph,32.1mb
kisumu,October,2018,32.0°C (89.6°F),26.0°C (78.8°F),20.0°C (68.0°F),18.0°C (64.4°F),49.0mm | 1.93in,13.0kmh | 8.08mph,49.0mb
kisumu,November,2018,32.0°C (89.6°F),27.0°C (80.6°F),19.0°C (66.2°F),18.0°C (64.4°F),26.5mm | 1.04in,12.0kmh | 7.46mph,26.5mb
kisumu,December,2018,32.0°C (89.6°F),27.0°C (80.6°F),19.0°C (66.2°F),18.0°C (64.4°F),39.7mm | 1.56in,14.0kmh | 8.7mph,39.7mb
kisumu,January,2019,38.0°C (100.4°F),30.0°C (86.0°F),21.0°C (69.8°F),17.0°C (62.6°F),17.9mm | 0.7in,16.0kmh | 9.94mph,17.9mb
kisumu,February,2019,39.0°C (102.2°F),30.0°C (86.0°F),22.0°C (71.6°F),17.0°C (62.6°F),32.9mm | 1.3in,18.0kmh | 11.18mph,32.9mb
kisumu,March,2019,38.0°C (100.4°F),30.0°C (86.0°F),22.0°C (71.6°F),17.0°C (62.6°F),14.8mm | 0.58in,16.0kmh | 9.94mph,14.8mb
kisumu,April,2019,38.0°C (100.4°F),30.0°C (86.0°F),21.0°C (69.8°F),19.0°C (66.2°F),39.8mm | 1.57in,17.0kmh | 10.56mph,39.8mb
kisumu,May,2019,31.0°C (87.8°F),26.0°C (78.8°F),19.0°C (66.2°F),19.0°C (66.2°F),42.5mm | 1.67in,16.0kmh | 9.94mph,42.5mb
kisumu,June,2019,27.0°C (80.6°F),24.0°C (75.2°F),19.0°C (66.2°F),19.0°C (66.2°F),30.0mm | 1.18in,15.0kmh | 9.32mph,30.0mb
kisumu,July,2019,28.0°C (82.4°F),24.0°C (75.2°F),20.0°C (68.0°F),18.0°C (64.4°F),18.4mm | 0.72in,12.0kmh | 7.46mph,18.4mb
kisumu,August,2019,30.0°C (86.0°F),25.0°C (77.0°F),19.0°C (66.2°F),18.0°C (64.4°F),26.1mm | 1.03in,13.0kmh | 8.08mph,26.1mb
kisumu,September,2019,30.0°C (86.0°F),26.0°C (78.8°F),21.0°C (69.8°F),18.0°C (64.4°F),31.1mm | 1.22in,18.0kmh | 11.18mph,31.1mb
kisumu,October,2019,30.0°C (86.0°F),25.0°C (77.0°F),19.0°C (66.2°F),19.0°C (66.2°F),27.5mm | 1.08in,14.0kmh | 8.7mph,27.5mb
kisumu,November,2019,29.0°C (84.2°F),25.0°C (77.0°F),20.0°C (68.0°F),19.0°C (66.2°F),34.1mm | 1.34in,16.0kmh | 9.94mph,34.1mb
kisumu,December,2019,30.0°C (86.0°F),25.0°C (77.0°F),20.0°C (68.0°F),19.0°C (66.2°F),32.8mm | 1.29in,13.0kmh | 8.08mph,32.8mb
kitui,January,2012,27.0°C (80.6°F),22.0°C (71.6°F),16.0°C (60.8°F),15.0°C (59.0°F),1.4mm | 0.06in,21.0kmh | 13.05mph,1.4mb
kitui,February,2012,30.0°C (86.0°F),24.0°C (75.2°F),19.0°C (66.2°F),17.0°C (62.6°F),11.8mm | 0.46in,22.0kmh | 13.67mph,11.8mb
kitui,March,2012,29.0°C (84.2°F),25.0°C (77.0°F),19.0°C (66.2°F),16.0°C (60.8°F),7.8mm | 0.31in,19.0kmh | 11.81mph,7.8mb
kitui,April,2012,27.0°C (80.6°F),23.0°C (73.4°F),20.0°C (68.0°F),19.0°C (66.2°F),39.9mm | 1.57in,15.0kmh | 9.32mph,39.9mb
kitui,May,2012,26.0°C (78.8°F),21.0°C (69.8°F),18.0°C (64.4°F),18.0°C (64.4°F),50.4mm | 1.98in,15.0kmh | 9.32mph,50.4mb
kitui,June,2012,23.0°C (73.4°F),21.0°C (69.8°F),17.0°C (62.6°F),17.0°C (62.6°F),8.3mm | 0.33in,13.0kmh | 8.08mph,8.3mb
kitui,July,2012,24.0°C (75.2°F),20.0°C (68.0°F),15.0°C (59.0°F),14.0°C (57.2°F),4.4mm | 0.17in,13.0kmh | 8.08mph,4.4mb
kitui,August,2012,25.0°C (77.0°F),20.0°C (68.0°F),18.0°C (64.4°F),15.0°C (59.0°F),3.5mm | 0.14in,19.0kmh | 11.81mph,3.5mb
kitui,September,2012,27.0°C (80.6°F),24.0°C (75.2°F),18.0°C (64.4°F),14.0°C (57.2°F),2.6mm | 0.1in,17.0kmh | 10.56mph,2.6mb
kitui,October,2012,27.0°C (80.6°F),23.0°C (73.4°F),19.0°C (66.2°F),17.0°C (62.6°F),15.1mm | 0.59in,17.0kmh | 10.56mph,15.1mb
kitui,November,2012,24.0°C (75.2°F),22.0°C (71.6°F),19.0°C (66.2°F),18.0°C (64.4°F),83.4mm | 3.28in,15.0kmh | 9.32mph,83.4mb
kitui,December,2012,24.0°C (75.2°F),21.0°C (69.8°F),19.0°C (66.2°F),18.0°C (64.4°F),19.1mm | 0.75in,19.0kmh | 11.81mph,19.1mb
kitui,January,2013,26.0°C (78.8°F),22.0°C (71.6°F),19.0°C (66.2°F),18.0°C (64.4°F),26.2mm | 1.03in,19.0kmh | 11.81mph,26.2mb
kitui,February,2013,29.0°C (84.2°F),24.0°C (75.2°F),19.0°C (66.2°F),17.0°C (62.6°F),17.5mm | 0.69in,20.0kmh | 12.43mph,17.5mb
kitui,March,2013,28.0°C (82.4°F),24.0°C (75.2°F),20.0°C (68.0°F),18.0°C (64.4°F),33.3mm | 1.31in,15.0kmh | 9.32mph,33.3mb
kitui,April,2013,27.0°C (80.6°F),23.0°C (73.4°F),19.0°C (66.2°F),19.0°C (66.2°F),35.0mm | 1.38in,12.0kmh | 7.46mph,35.0mb
kitui,May,2013,24.0°C (75.2°F),21.0°C (69.8°F),17.0°C (62.6°F),17.0°C (62.6°F),4.9mm | 0.19in,15.0kmh | 9.32mph,4.9mb
kitui,June,2013,23.0°C (73.4°F),19.0°C (66.2°F),16.0°C (60.8°F),16.0°C (60.8°F),5.6mm | 0.22in,14.0kmh | 8.7mph,5.6mb
kitui,July,2013,25.0°C (77.0°F),20.0°C (68.0°F),16.0°C (60.8°F),14.0°C (57.2°F),4.1mm | 0.16in,15.0kmh | 9.32mph,4.1mb
kitui,August,2013,24.0°C (75.2°F),20.0°C (68.0°F),16.0°C (60.8°F),15.0°C (59.0°F),4.0mm | 0.16in,16.0kmh | 9.94mph,4.0mb
kitui,September,2013,27.0°C (80.6°F),23.0°C (73.4°F),19.0°C (66.2°F),16.0°C (60.8°F),4.4mm | 0.17in,16.0kmh | 9.94mph,4.4mb
kitui,October,2013,26.0°C (78.8°F),23.0°C (73.4°F),20.0°C (68.0°F),16.0°C (60.8°F),8.2mm | 0.32in,18.0kmh | 11.18mph,8.2mb
kitui,November,2013,25.0°C (77.0°F),22.0°C (71.6°F),19.0°C (66.2°F),18.0°C (64.4°F),31.1mm | 1.22in,18.0kmh | 11.18mph,31.1mb
kitui,December,2013,24.0°C (75.2°F),21.0°C (69.8°F),19.0°C (66.2°F),18.0°C (64.4°F),46.8mm | 1.84in,19.0kmh | 11.81mph,46.8mb
kitui,January,2014,28.0°C (82.4°F),22.0°C (71.6°F),16.0°C (60.8°F),16.0°C (60.8°F),4.8mm | 0.19in,20.0kmh | 12.43mph,4.8mb
kitui,February,2014,28.0°C (82.4°F),23.0°C (73.4°F),20.0°C (68.0°F),18.0°C (64.4°F),30.5mm | 1.2in,17.0kmh | 10.56mph,30.5mb
kitui,March,2014,27.0°C (80.6°F),23.0°C (73.4°F),20.0°C (68.0°F),18.0°C (64.4°F),16.0mm | 0.63in,17.0kmh | 10.56mph,16.0mb
kitui,April,2014,26.0°C (78.8°F),23.0°C (73.4°F),19.0°C (66.2°F),18.0°C (64.4°F),8.2mm | 0.32in,14.0kmh | 8.7mph,8.2mb
kitui,May,2014,24.0°C (75.2°F),21.0°C (69.8°F),19.0°C (66.2°F),18.0°C (64.4°F),4.4mm | 0.17in,15.0kmh | 9.32mph,4.4mb
kitui,June,2014,24.0°C (75.2°F),21.0°C (69.8°F),18.0°C (64.4°F),17.0°C (62.6°F),10.3mm | 0.41in,14.0kmh | 8.7mph,10.3mb
kitui,July,2014,24.0°C (75.2°F),20.0°C (68.0°F),16.0°C (60.8°F),15.0°C (59.0°F),3.5mm | 0.14in,16.0kmh | 9.94mph,3.5mb
kitui,August,2014,26.0°C (78.8°F),22.0°C (71.6°F),19.0°C (66.2°F),16.0°C (60.8°F),8.5mm | 0.33in,17.0kmh | 10.56mph,8.5mb
kitui,September,2014,26.0°C (78.8°F),22.0°C (71.6°F),18.0°C (64.4°F),15.0°C (59.0°F),21.1mm | 0.83in,16.0kmh | 9.94mph,21.1mb
kitui,October,2014,26.0°C (78.8°F),23.0°C (73.4°F),19.0°C (66.2°F),17.0°C (62.6°F),9.1mm | 0.36in,19.0kmh | 11.81mph,9.1mb
kitui,November,2014,26.0°C (78.8°F),22.0°C (71.6°F),19.0°C (66.2°F),18.0°C (64.4°F),15.2mm | 0.6in,16.0kmh | 9.94mph,15.2mb
kitui,December,2014,26.0°C (78.8°F),21.0°C (69.8°F),16.0°C (60.8°F),17.0°C (62.6°F),6.5mm | 0.26in,20.0kmh | 12.43mph,6.5mb
kitui,January,2015,30.0°C (86.0°F),23.0°C (73.4°F),19.0°C (66.2°F),16.0°C (60.8°F),11.1mm | 0.44in,19.0kmh | 11.81mph,11.1mb
kitui,February,2015,31.0°C (87.8°F),24.0°C (75.2°F),18.0°C (64.4°F),16.0°C (60.8°F),24.0mm | 0.94in,19.0kmh | 11.81mph,24.0mb
kitui,March,2015,29.0°C (84.2°F),24.0°C (75.2°F),20.0°C (68.0°F),17.0°C (62.6°F),14.5mm | 0.57in,19.0kmh | 11.81mph,14.5mb
kitui,April,2015,28.0°C (82.4°F),22.0°C (71.6°F),19.0°C (66.2°F),17.0°C (62.6°F),20.5mm | 0.81in,14.0kmh | 8.7mph,20.5mb
kitui,May,2015,25.0°C (77.0°F),22.0°C (71.6°F),18.0°C (64.4°F),17.0°C (62.6°F),26.0mm | 1.02in,15.0kmh | 9.32mph,26.0mb
kitui,June,2015,26.0°C (78.8°F),21.0°C (69.8°F),17.0°C (62.6°F),16.0°C (60.8°F),11.5mm | 0.45in,13.0kmh | 8.08mph,11.5mb
kitui,July,2015,27.0°C (80.6°F),23.0°C (73.4°F),16.0°C (60.8°F),14.0°C (57.2°F),4.7mm | 0.19in,15.0kmh | 9.32mph,4.7mb
kitui,August,2015,26.0°C (78.8°F),21.0°C (69.8°F),17.0°C (62.6°F),14.0°C (57.2°F),5.4mm | 0.21in,17.0kmh | 10.56mph,5.4mb
kitui,September,2015,28.0°C (82.4°F),24.0°C (75.2°F),19.0°C (66.2°F),14.0°C (57.2°F),3.2mm | 0.13in,16.0kmh | 9.94mph,3.2mb
kitui,October,2015,29.0°C (84.2°F),25.0°C (77.0°F),19.0°C (66.2°F),17.0°C (62.6°F),18.3mm | 0.72in,18.0kmh | 11.18mph,18.3mb
kitui,November,2015,27.0°C (80.6°F),23.0°C (73.4°F),20.0°C (68.0°F),18.0°C (64.4°F),47.1mm | 1.85in,15.0kmh | 9.32mph,47.1mb
kitui,December,2015,27.0°C (80.6°F),22.0°C (71.6°F),19.0°C (66.2°F),18.0°C (64.4°F),69.2mm | 2.72in,17.0kmh | 10.56mph,69.2mb
kitui,January,2016,29.0°C (84.2°F),23.0°C (73.4°F),18.0°C (64.4°F),17.0°C (62.6°F),19.6mm | 0.77in,17.0kmh | 10.56mph,19.6mb
kitui,February,2016,30.0°C (86.0°F),24.0°C (75.2°F),20.0°C (68.0°F),17.0°C (62.6°F),40.1mm | 1.58in,19.0kmh | 11.81mph,40.1mb
kitui,March,2016,30.0°C (86.0°F),25.0°C (77.0°F),21.0°C (69.8°F),18.0°C (64.4°F),12.3mm | 0.48in,17.0kmh | 10.56mph,12.3mb
kitui,April,2016,26.0°C (78.8°F),22.0°C (71.6°F),19.0°C (66.2°F),18.0°C (64.4°F),54.5mm | 2.15in,15.0kmh | 9.32mph,54.5mb
kitui,May,2016,26.0°C (78.8°F),21.0°C (69.8°F),18.0°C (64.4°F),18.0°C (64.4°F),8.7mm | 0.34in,12.0kmh | 7.46mph,8.7mb
kitui,June,2016,26.0°C (78.8°F),21.0°C (69.8°F),16.0°C (60.8°F),14.0°C (57.2°F),6.1mm | 0.24in,12.0kmh | 7.46mph,6.1mb
kitui,July,2016,26.0°C (78.8°F),21.0°C (69.8°F),15.0°C (59.0°F),14.0°C (57.2°F),1.0mm | 0.04in,12.0kmh | 7.46mph,1.0mb
kitui,August,2016,28.0°C (82.4°F),22.0°C (71.6°F),17.0°C (62.6°F),13.0°C (55.4°F),2.8mm | 0.11in,16.0kmh | 9.94mph,2.8mb
kitui,September,2016,28.0°C (82.4°F),23.0°C (73.4°F),17.0°C (62.6°F),14.0°C (57.2°F),2.8mm | 0.11in,16.0kmh | 9.94mph,2.8mb
kitui,October,2016,28.0°C (82.4°F),24.0°C (75.2°F),19.0°C (66.2°F),15.0°C (59.0°F),5.7mm | 0.22in,16.0kmh | 9.94mph,5.7mb
kitui,November,2016,27.0°C (80.6°F),23.0°C (73.4°F),18.0°C (64.4°F),17.0°C (62.6°F),11.3mm | 0.44in,16.0kmh | 9.94mph,11.3mb
kitui,December,2016,25.0°C (77.0°F),21.0°C (69.8°F),17.0°C (62.6°F),17.0°C (62.6°F),14.7mm | 0.58in,18.0kmh | 11.18mph,14.7mb
kitui,January,2017,28.0°C (82.4°F),22.0°C (71.6°F),17.0°C (62.6°F),15.0°C (59.0°F),12.4mm | 0.49in,20.0kmh | 12.43mph,12.4mb
kitui,February,2017,28.0°C (82.4°F),23.0°C (73.4°F),19.0°C (66.2°F),16.0°C (60.8°F),13.0mm | 0.51in,18.0kmh | 11.18mph,13.0mb
kitui,March,2017,30.0°C (86.0°F),25.0°C (77.0°F),20.0°C (68.0°F),17.0°C (62.6°F),5.9mm | 0.23in,18.0kmh | 11.18mph,5.9mb
kitui,April,2017,28.0°C (82.4°F),23.0°C (73.4°F),19.0°C (66.2°F),17.0°C (62.6°F),12.3mm | 0.48in,15.0kmh | 9.32mph,12.3mb
kitui,May,2017,26.0°C (78.8°F),22.0°C (71.6°F),18.0°C (64.4°F),17.0°C (62.6°F),9.3mm | 0.37in,14.0kmh | 8.7mph,9.3mb
kitui,June,2017,26.0°C (78.8°F),22.0°C (71.6°F),16.0°C (60.8°F),14.0°C (57.2°F),1.0mm | 0.04in,14.0kmh | 8.7mph,1.0mb
kitui,July,2017,26.0°C (78.8°F),21.0°C (69.8°F),16.0°C (60.8°F),14.0°C (57.2°F),3.6mm | 0.14in,15.0kmh | 9.32mph,3.6mb
kitui,August,2017,26.0°C (78.8°F),22.0°C (71.6°F),17.0°C (62.6°F),14.0°C (57.2°F),9.0mm | 0.35in,18.0kmh | 11.18mph,9.0mb
kitui,September,2017,27.0°C (80.6°F),23.0°C (73.4°F),18.0°C (64.4°F),14.0°C (57.2°F),12.2mm | 0.48in,18.0kmh | 11.18mph,12.2mb
kitui,October,2017,28.0°C (82.4°F),24.0°C (75.2°F),21.0°C (69.8°F),16.0°C (60.8°F),15.9mm | 0.63in,18.0kmh | 11.18mph,15.9mb
kitui,November,2017,25.0°C (77.0°F),22.0°C (71.6°F),18.0°C (64.4°F),17.0°C (62.6°F),12.1mm | 0.48in,17.0kmh | 10.56mph,12.1mb
kitui,December,2017,26.0°C (78.8°F),22.0°C (71.6°F),18.0°C (64.4°F),17.0°C (62.6°F),7.7mm | 0.3in,19.0kmh | 11.81mph,7.7mb
kitui,January,2018,28.0°C (82.4°F),23.0°C (73.4°F),19.0°C (66.2°F),16.0°C (60.8°F),23.1mm | 0.91in,20.0kmh | 12.43mph,23.1mb
kitui,February,2018,30.0°C (86.0°F),24.0°C (75.2°F),19.0°C (66.2°F),15.0°C (59.0°F),2.3mm | 0.09in,20.0kmh | 12.43mph,2.3mb
kitui,March,2018,28.0°C (82.4°F),23.0°C (73.4°F),20.0°C (68.0°F),16.0°C (60.8°F),37.6mm | 1.48in,15.0kmh | 9.32mph,37.6mb
kitui,April,2018,26.0°C (78.8°F),23.0°C (73.4°F),19.0°C (66.2°F),17.0°C (62.6°F),22.8mm | 0.9in,19.0kmh | 11.81mph,22.8mb
kitui,May,2018,26.0°C (78.8°F),22.0°C (71.6°F),18.0°C (64.4°F),16.0°C (60.8°F),9.8mm | 0.39in,15.0kmh | 9.32mph,9.8mb
kitui,June,2018,25.0°C (77.0°F),21.0°C (69.8°F),17.0°C (62.6°F),15.0°C (59.0°F),5.3mm | 0.21in,14.0kmh | 8.7mph,5.3mb
kitui,July,2018,25.0°C (77.0°F),21.0°C (69.8°F),16.0°C (60.8°F),14.0°C (57.2°F),3.5mm | 0.14in,14.0kmh | 8.7mph,3.5mb
kitui,August,2018,26.0°C (78.8°F),22.0°C (71.6°F),17.0°C (62.6°F),13.0°C (55.4°F),3.0mm | 0.12in,17.0kmh | 10.56mph,3.0mb
kitui,September,2018,27.0°C (80.6°F),23.0°C (73.4°F),19.0°C (66.2°F),15.0°C (59.0°F),1.0mm | 0.04in,18.0kmh | 11.18mph,1.0mb
kitui,October,2018,27.0°C (80.6°F),24.0°C (75.2°F),20.0°C (68.0°F),15.0°C (59.0°F),4.9mm | 0.19in,22.0kmh | 13.67mph,4.9mb
